_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.identifier,associatedMedia.license,associatedMedia.mime,associatedMedia.modified,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,bed,catalogNumber,catalogueDescription,chondriteAchondrite,chronostratigraphy,class,clutchSize,collectionCode,collectionKind,collectionName,commodity,continent,coordinateUncertaintyInMeters,country,created,currentScientificName,dateRegistered,day,decimalLatitude,decimalLongitude,depositType,determinationFiledAs,determinationNames,determinationTypes,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,exsiccata,exsiccataNumber,extractionMethod,family,fieldNumber,formation,gbifID,gbifIssue,genus,geodeticDatum,georeferenceProtocol,group,habitat,higherClassification,higherGeography,highestBiostratigraphicZone,identificationAsRegistered,identificationDescription,identificationOther,identificationQualifier,identificationVariety,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,islandGroup,kindOfCollection,kindOfObject,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,lithostratigraphy,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,member,meteoriteClass,meteoriteGroup,meteoriteType,mine,mineralComplex,minimumDepthInMeters,minimumElevationInMeters,modified,month,observedWeight,occurrence,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,partType,petrologySubtype,petrologyType,phylum,plantDescription,populationCode,preparations,preparationType,preservative,project,recordedBy,recordNumber,recovery,recoveryDate,recoveryWeight,registeredWeightUnit,registrationCode,resuspendedIn,samplingProtocol,scientificName,scientificNameAuthorship,setMark,sex,specificEpithet,stateProvince,subDepartment,subfamily,subgenus,suborder,superfamily,taxonRank,texture,totalVolume,typeStatus,verbatimLatitude,verbatimLongitude,vessel,waterBody,year
8780393,2670033 | 2671099,cf5f902f-c0e5-4e6a-9f17-0f20db667ebf | 6f548c3a-a796-489d-8757-c2a90f4fedd4,Specimen | Specimen,1556185207000 | 1556188613000,,https://data.nhm.ac.uk/media/cf5f902f-c0e5-4e6a-9f17-0f20db667ebf | https://data.nhm.ac.uk/media/6f548c3a-a796-489d-8757-c2a90f4fedd4,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106719000 | 1558106730000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013377013_Rufocumbre_celioi_Dolibaina Mielke & Casagrande_2017_PT | 013377013_Rufocumbre_celioi_Dolibaina Mielke & Casagrande_2017_PT_1,StillImage | StillImage,2,013377013,PreservedSpecimen,,NHMUK013377013,,,,Insecta,,BMNH(E),,,,South America,1643.197334,Brazil,1552998394000,,,,,,,,"Rufocumbre celioi Dolibaina et al., 2017",,Eduardo Carneiro,,,,,,,,,,Hesperiidae,,,,,Rufocumbre,,,,,Insecta; Lepidoptera; Papilionoidea; Hesperiidae; Hesperiinae,South America; Brazil,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612044372000,,,,d0f0840d-4951-4b4f-9771-0d6d47cc3c6f,present,Lepidoptera,NHMUK:ecatalogue:8780393,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Rufocumbre celioi Dolibaina et al., 2017","Dolibaina et al., 2017",,,celioi,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780272,2669466 | 2671083,8d284221-4eaa-4bb2-91a7-044d2aa2bce3 | 329755be-525d-46f7-9148-e790221b442b,Specimen | Specimen,1556183450000 | 1556188564000,,https://data.nhm.ac.uk/media/8d284221-4eaa-4bb2-91a7-044d2aa2bce3 | https://data.nhm.ac.uk/media/329755be-525d-46f7-9148-e790221b442b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106725000 | 1558106717000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376794_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376794_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376794,PreservedSpecimen,,NHMUK013376794,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998188000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612030608000,,,,1df330e2-874a-4bfc-b74e-90af65213255,present,Lepidoptera,NHMUK:ecatalogue:8780272,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780163,2669403 | 2671311,24f1fe70-dfc9-496b-be05-dc04f914e0b0 | 8c6d55e7-9b72-4f2b-8c89-3c85faf0fdc5,Specimen | Specimen,1556183248000 | 1556189267000,,https://data.nhm.ac.uk/media/24f1fe70-dfc9-496b-be05-dc04f914e0b0 | https://data.nhm.ac.uk/media/8c6d55e7-9b72-4f2b-8c89-3c85faf0fdc5,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106729000 | 1558106724000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376684_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376684_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376684,PreservedSpecimen,,NHMUK013376684,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998006000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612048476000,,,,94ab5ce4-5264-4e3e-8a77-bbb3d810bca0,present,Lepidoptera,NHMUK:ecatalogue:8780163,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780178,2670700 | 2671354,71b0f206-2c5b-4588-9598-ea803fa396df | 0f08c1c5-b435-4d55-9498-00bfa43317f6,Specimen | Specimen,1556187130000 | 1556189404000,,https://data.nhm.ac.uk/media/71b0f206-2c5b-4588-9598-ea803fa396df | https://data.nhm.ac.uk/media/0f08c1c5-b435-4d55-9498-00bfa43317f6,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106737000 | 1558106712000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376699_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376699_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376699,PreservedSpecimen,,NHMUK013376699,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998030000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049476000,,,,ed07861e-b321-4483-926c-b6db3a689194,present,Lepidoptera,NHMUK:ecatalogue:8780178,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780196,2670206 | 2671537,8ca9df70-51c5-4e99-b72f-e1b94656daa7 | ff55123c-982b-4b17-9e83-5aa3078e2a7d,Specimen | Specimen,1556185750000 | 1556189956000,,https://data.nhm.ac.uk/media/8ca9df70-51c5-4e99-b72f-e1b94656daa7 | https://data.nhm.ac.uk/media/ff55123c-982b-4b17-9e83-5aa3078e2a7d,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106730000 | 1558106723000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376717_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376717_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376717,PreservedSpecimen,,NHMUK013376717,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998061000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049478000,,,,da7f4e92-443c-4223-9f07-03ec9bd8c0d6,present,Lepidoptera,NHMUK:ecatalogue:8780196,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780311,2670132 | 2671644,1c932c1d-7dc9-4e5a-aba7-2883912f54b9 | 8f0a4c03-539d-4963-bc1b-e2243da04c48,Specimen | Specimen,1556185514000 | 1556190280000,,https://data.nhm.ac.uk/media/1c932c1d-7dc9-4e5a-aba7-2883912f54b9 | https://data.nhm.ac.uk/media/8f0a4c03-539d-4963-bc1b-e2243da04c48,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106716000 | 1558106726000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376833_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376833_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376833,PreservedSpecimen,,NHMUK013376833,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998253000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049480000,,,,7e28aa26-4ffe-4cad-ad5a-8b79f0aa205b,present,Lepidoptera,NHMUK:ecatalogue:8780311,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780189,2670142 | 2671447,3b67e561-a75d-4dd8-a680-4b21c9163780 | b096a8c3-bcfb-432a-b503-302a70ad8684,Specimen | Specimen,1556185547000 | 1556189682000,,https://data.nhm.ac.uk/media/3b67e561-a75d-4dd8-a680-4b21c9163780 | https://data.nhm.ac.uk/media/b096a8c3-bcfb-432a-b503-302a70ad8684,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106720000 | 1558106737000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376710_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376710_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376710,PreservedSpecimen,,NHMUK013376710,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998049000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049477000,,,,179335b5-e0fb-4662-90ea-8aa42fe6246f,present,Lepidoptera,NHMUK:ecatalogue:8780189,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780156,2670634 | 2671406,6205ac0d-49e9-4a3e-8ef5-26156ad13a7f | 405c1e83-ee07-444e-ac44-8348f0cf14c3,Specimen | Specimen,1556186917000 | 1556189568000,,https://data.nhm.ac.uk/media/6205ac0d-49e9-4a3e-8ef5-26156ad13a7f | https://data.nhm.ac.uk/media/405c1e83-ee07-444e-ac44-8348f0cf14c3,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106715000 | 1558106739000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376677_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376677_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376677,PreservedSpecimen,,NHMUK013376677,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997994000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049476000,,,,21a13d16-f389-43cf-b050-8ff36a80b309,present,Lepidoptera,NHMUK:ecatalogue:8780156,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780296,2670355 | 2671265,f508a2f2-94c0-4d01-825a-5e8ffd8c88de | 703de0ba-5f95-437f-9b99-bf26a5f89290,Specimen | Specimen,1556186164000 | 1556189130000,,https://data.nhm.ac.uk/media/f508a2f2-94c0-4d01-825a-5e8ffd8c88de | https://data.nhm.ac.uk/media/703de0ba-5f95-437f-9b99-bf26a5f89290,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106721000 | 1558106719000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376818_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376818_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376818,PreservedSpecimen,,NHMUK013376818,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998228000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049170000,,,,5af0cb3c-2bb9-4ad7-b561-51c16bb084cd,present,Lepidoptera,NHMUK:ecatalogue:8780296,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780155,2669526 | 2671598,2dc25e55-e5a7-4860-ba50-c272549eae75 | adc9ee89-ff05-4fc2-83f1-54407224b91d,Specimen | Specimen,1556183635000 | 1556190134000,,https://data.nhm.ac.uk/media/2dc25e55-e5a7-4860-ba50-c272549eae75 | https://data.nhm.ac.uk/media/adc9ee89-ff05-4fc2-83f1-54407224b91d,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106739000 | 1558106717000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376676_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376676_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376676,PreservedSpecimen,,NHMUK013376676,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997993000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049479000,,,,90961258-e244-4d13-9a6e-ef8006646734,present,Lepidoptera,NHMUK:ecatalogue:8780155,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780144,2670173 | 2671073,c8a8b77f-d884-4451-8b98-c3aa4c67c290 | eb1a8d6d-8882-4d64-9d19-b18369c43cab,Specimen | Specimen,1556185644000 | 1556188531000,,https://data.nhm.ac.uk/media/c8a8b77f-d884-4451-8b98-c3aa4c67c290 | https://data.nhm.ac.uk/media/eb1a8d6d-8882-4d64-9d19-b18369c43cab,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106729000 | 1558106720000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376868_Hypolycaena_phorbas_furvae_Tennent_2016_PT | 013376868_Hypolycaena_phorbas_furvae_Tennent_2016_PT_1,StillImage | StillImage,2,013376868,PreservedSpecimen,,NHMUK013376868,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997974000,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,furvae,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612023194000,,,,a9ccbc32-e7a5-4d05-8b5b-61a072372dc9,present,Lepidoptera,NHMUK:ecatalogue:8780144,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780135,2670239 | 2671071,e8c873c8-684c-457c-bc3f-c99e40d5bf70 | 90109bfe-2852-4ecd-9414-322cc877b2e9,Specimen | Specimen,1556185848000 | 1556188522000,,https://data.nhm.ac.uk/media/e8c873c8-684c-457c-bc3f-c99e40d5bf70 | https://data.nhm.ac.uk/media/90109bfe-2852-4ecd-9414-322cc877b2e9,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106720000 | 1558106718000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376859_Hypolycaena_phorbas_furvae_Tennent_2016_PT | 013376859_Hypolycaena_phorbas_furvae_Tennent_2016_PT_1,StillImage | StillImage,2,013376859,PreservedSpecimen,,NHMUK013376859,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997959000,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,furvae,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049171000,,,,79856c1f-cf9a-41fa-9ff1-6be7279b2d87,present,Lepidoptera,NHMUK:ecatalogue:8780135,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780142,2669568 | 2671713,22aa1b06-313c-433f-8979-e520581fcf0e | 6017eaf1-d9ab-47d3-b479-c2c90e61b1db,Specimen | Specimen,1556183765000 | 1556190491000,,https://data.nhm.ac.uk/media/22aa1b06-313c-433f-8979-e520581fcf0e | https://data.nhm.ac.uk/media/6017eaf1-d9ab-47d3-b479-c2c90e61b1db,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106725000 | 1558106740000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376866_Hypolycaena_phorbas_furvae_Tennent_2016_PT | 013376866_Hypolycaena_phorbas_furvae_Tennent_2016_PT_1,StillImage | StillImage,2,013376866,PreservedSpecimen,,NHMUK013376866,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997971000,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,furvae,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049481000,,,,758e2fcf-b765-4a26-94f7-1bd0e14b4610,present,Lepidoptera,NHMUK:ecatalogue:8780142,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780141,2670377 | 2671965,f5cf0c2d-01a4-4142-9fda-34ee1d6bebee | 554b9591-d998-489e-b810-ded6d9aab969,Specimen | Specimen,1556186221000 | 1556191281000,,https://data.nhm.ac.uk/media/f5cf0c2d-01a4-4142-9fda-34ee1d6bebee | https://data.nhm.ac.uk/media/554b9591-d998-489e-b810-ded6d9aab969,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106714000 | 1558106737000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376865_Hypolycaena_phorbas_furvae_Tennent_2016_PT | 013376865_Hypolycaena_phorbas_furvae_Tennent_2016_PT_1,StillImage | StillImage,2,013376865,PreservedSpecimen,,NHMUK013376865,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997969000,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,furvae,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049485000,,,,fecc166f-6350-42bb-9c74-5e1ea9619934,present,Lepidoptera,NHMUK:ecatalogue:8780141,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780132,2669797 | 2671431,5442608a-3024-4d01-89b7-923796b0bf5e | d1642fa8-c133-4c17-a4ae-746540a618ba,Specimen | Specimen,1556184472000 | 1556189633000,,https://data.nhm.ac.uk/media/5442608a-3024-4d01-89b7-923796b0bf5e | https://data.nhm.ac.uk/media/d1642fa8-c133-4c17-a4ae-746540a618ba,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106712000 | 1558106734000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376856_Hypolycaena_phorbas_furvae_Tennent_2016_PT | 013376856_Hypolycaena_phorbas_furvae_Tennent_2016_PT_1,StillImage | StillImage,2,013376856,PreservedSpecimen,,NHMUK013376856,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552997954000,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,furvae,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049477000,,,,1ad39436-de3b-40a8-aa42-7f7d1ac0a2d8,present,Lepidoptera,NHMUK:ecatalogue:8780132,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
8780226,2670166 | 2672149,8b43e8c2-ba1c-49d4-a423-4483d847dfe0 | be2bae84-02c5-4361-9600-83a6ddb603fd,Specimen | Specimen,1556185620000 | 1556191868000,,https://data.nhm.ac.uk/media/8b43e8c2-ba1c-49d4-a423-4483d847dfe0 | https://data.nhm.ac.uk/media/be2bae84-02c5-4361-9600-83a6ddb603fd,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1558106720000 | 1558106734000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",013376748_Hypolycaena_phorbas_purpura_Tennent_2016_PT | 013376748_Hypolycaena_phorbas_purpura_Tennent_2016_PT_1,StillImage | StillImage,2,013376748,PreservedSpecimen,,NHMUK013376748,,,,Insecta,,BMNH(E),,,,Asia,384.1100852,Papua New Guinea,1552998110000,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016",,Mr John Tennent,,,,,,,,,,Lycaenidae,,,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,,,,,,purpura,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,1612049489000,,,,506fcd48-37dd-4e16-92a0-881c60faa4c9,present,Lepidoptera,NHMUK:ecatalogue:8780226,,,,,,,,,Dry - pinned,Papilionoidea New Types Digitisation Project,,,,,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,,phorbas,,Lepidoptera,,,,,,,,PARATYPE,,,,,
